43016_16836.html,1,1,小田原,名詞,固有名詞,地域,一般,,,小田原,オダワラ,オダワラ
43016_16836.html,1,2,熱海,名詞,固有名詞,地域,一般,,,熱海,アタミ,アタミ
43016_16836.html,1,3,間,名詞,接尾,一般,,,,間,カン,カン
43016_16836.html,1,4,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,1,5,、,記号,読点,,,,,、,、,、
43016_16836.html,1,6,軽便鉄道,名詞,一般,,,,,軽便鉄道,ケイベンテツドウ,ケイベンテツドー
43016_16836.html,1,7,敷設,名詞,サ変接続,,,,,敷設,フセツ,フセツ
43016_16836.html,1,8,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,1,9,工事,名詞,サ変接続,,,,,工事,コウジ,コージ
43016_16836.html,1,10,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,1,11,始まっ,動詞,自立,,,五段・ラ行,連用タ接続,始まる,ハジマッ,ハジマッ
43016_16836.html,1,12,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,1,13,の,名詞,非自立,一般,,,,の,ノ,ノ
43016_16836.html,1,14,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,1,15,、,記号,読点,,,,,、,、,、
43016_16836.html,1,16,良平,名詞,固有名詞,人名,名,,,良平,リョウヘイ,リョーヘイ
43016_16836.html,1,17,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,1,18,八つ,名詞,一般,,,,,八つ,ヤッツ,ヤッツ
43016_16836.html,1,19,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,1,20,年,名詞,一般,,,,,年,トシ,トシ
43016_16836.html,1,21,だっ,助動詞,,,,特殊・ダ,連用タ接続,だ,ダッ,ダッ
43016_16836.html,1,22,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,1,23,。,記号,句点,,,,,。,。,。
43016_16836.html,2,1,良平,名詞,固有名詞,人名,名,,,良平,リョウヘイ,リョーヘイ
43016_16836.html,2,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,2,3,毎日,名詞,副詞可能,,,,,毎日,マイニチ,マイニチ
43016_16836.html,2,4,村,名詞,接尾,地域,,,,村,ムラ,ムラ
43016_16836.html,2,5,外れ,名詞,一般,,,,,外れ,ハズレ,ハズレ
43016_16836.html,2,6,へ,助詞,格助詞,一般,,,,へ,ヘ,エ
43016_16836.html,2,7,、,記号,読点,,,,,、,、,、
43016_16836.html,2,8,その,連体詞,,,,,,その,ソノ,ソノ
43016_16836.html,2,9,工事,名詞,サ変接続,,,,,工事,コウジ,コージ
43016_16836.html,2,10,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,2,11,見物,名詞,サ変接続,,,,,見物,ケンブツ,ケンブツ
43016_16836.html,2,12,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,2,13,行っ,動詞,自立,,,五段・カ行促音便,連用タ接続,行く,イッ,イッ
43016_16836.html,2,14,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,2,15,。,記号,句点,,,,,。,。,。
43016_16836.html,3,1,工事,名詞,サ変接続,,,,,工事,コウジ,コージ
43016_16836.html,3,2,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,3,3,——,名詞,サ変接続,,,,,——,——,——
43016_16836.html,3,4,といった,助詞,格助詞,連語,,,,といった,トイッタ,トイッタ
43016_16836.html,3,5,ところ,名詞,非自立,副詞可能,,,,ところ,トコロ,トコロ
43016_16836.html,3,6,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,3,7,、,記号,読点,,,,,、,、,、
43016_16836.html,3,8,唯,副詞,一般,,,,,唯,タダ,タダ
43016_16836.html,3,9,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,3,10,で,助詞,格助詞,一般,,,,で,デ,デ
43016_16836.html,3,11,土,名詞,一般,,,,,土,ド,ド
43016_16836.html,3,12,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,3,13,運搬,名詞,サ変接続,,,,,運搬,ウンパン,ウンパン
43016_16836.html,3,14,する,動詞,自立,,,サ変・スル,基本形,する,スル,スル
43016_16836.html,3,15,——,名詞,サ変接続,,,,,——,——,——
43016_16836.html,3,16,それ,名詞,代名詞,一般,,,,それ,ソレ,ソレ
43016_16836.html,3,17,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,3,18,面白,形容詞,自立,,,形容詞・アウオ段,ガル接続,面白い,オモシロ,オモシロ
43016_16836.html,3,19,さ,名詞,接尾,特殊,,,,さ,サ,サ
43016_16836.html,3,20,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,3,21,見,動詞,自立,,,一段,連用形,見る,ミ,ミ
43016_16836.html,3,22,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,3,23,行っ,動詞,自立,,,五段・カ行促音便,連用タ接続,行く,イッ,イッ
43016_16836.html,3,24,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,3,25,の,名詞,非自立,一般,,,,の,ノ,ノ
43016_16836.html,3,26,で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
43016_16836.html,3,27,ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
43016_16836.html,3,28,。,記号,句点,,,,,。,。,。
43016_16836.html,4,1,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,4,2,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,4,3,上,名詞,非自立,副詞可能,,,,上,ジョウ,ジョー
43016_16836.html,4,4,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,4,5,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,4,6,土工,名詞,一般,,,,,土工,ドコウ,ドコー
43016_16836.html,4,7,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,4,8,二,名詞,数,,,,,二,ニ,ニ
43016_16836.html,4,9,人,名詞,接尾,助数詞,,,,人,ニン,ニン
43016_16836.html,4,10,、,記号,読点,,,,,、,、,、
43016_16836.html,4,11,土,名詞,一般,,,,,土,ド,ド
43016_16836.html,4,12,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,4,13,積ん,動詞,自立,,,五段・マ行,連用タ接続,積む,ツン,ツン
43016_16836.html,4,14,だ,助動詞,,,,特殊・タ,基本形,だ,ダ,ダ
43016_16836.html,4,15,後,名詞,非自立,副詞可能,,,,後,ノチ,ノチ
43016_16836.html,4,16,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,4,17,佇ん,動詞,自立,,,五段・マ行,連用タ接続,佇む,タタズン,タタズン
43016_16836.html,4,18,で,助詞,接続助詞,,,,,で,デ,デ
43016_16836.html,4,19,いる,動詞,非自立,,,一段,基本形,いる,イル,イル
43016_16836.html,4,20,。,記号,句点,,,,,。,。,。
43016_16836.html,5,1,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,5,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,5,3,山,名詞,一般,,,,,山,ヤマ,ヤマ
43016_16836.html,5,4,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,5,5,下る,動詞,自立,,,五段・ラ行,基本形,下る,クダル,クダル
43016_16836.html,5,6,の,名詞,非自立,一般,,,,の,ノ,ノ
43016_16836.html,5,7,だ,助動詞,,,,特殊・ダ,基本形,だ,ダ,ダ
43016_16836.html,5,8,から,助詞,接続助詞,,,,,から,カラ,カラ
43016_16836.html,5,9,、,記号,読点,,,,,、,、,、
43016_16836.html,5,10,人手,名詞,一般,,,,,人手,ヒトデ,ヒトデ
43016_16836.html,5,11,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,5,12,借り,動詞,自立,,,一段,未然形,借りる,カリ,カリ
43016_16836.html,5,13,ず,助動詞,,,,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ
43016_16836.html,5,14,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,5,15,走っ,動詞,自立,,,五段・ラ行,連用タ接続,走る,ハシッ,ハシッ
43016_16836.html,5,16,て,助詞,接続助詞,,,,,て,テ,テ
43016_16836.html,5,17,来る,動詞,非自立,,,カ変・来ル,基本形,来る,クル,クル
43016_16836.html,5,18,。,記号,句点,,,,,。,。,。
43016_16836.html,6,1,煽る,動詞,自立,,,五段・ラ行,基本形,煽る,アオル,アオル
43016_16836.html,6,2,よう,名詞,非自立,助動詞語幹,,,,よう,ヨウ,ヨー
43016_16836.html,6,3,に,助詞,副詞化,,,,,に,ニ,ニ
43016_16836.html,6,4,車台,名詞,一般,,,,,車台,シャダイ,シャダイ
43016_16836.html,6,5,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,6,6,動い,動詞,自立,,,五段・カ行イ音便,連用タ接続,動く,ウゴイ,ウゴイ
43016_16836.html,6,7,たり,助詞,並立助詞,,,,,たり,タリ,タリ
43016_16836.html,6,8,、,記号,読点,,,,,、,、,、
43016_16836.html,6,9,土工,名詞,一般,,,,,土工,ドコウ,ドコー
43016_16836.html,6,10,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,6,11,袢天,名詞,一般,,,,,袢天,袢天,袢天
43016_16836.html,6,12,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,6,13,裾,名詞,一般,,,,,裾,スソ,スソ
43016_16836.html,6,14,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,6,15,ひらつい,動詞,自立,,,五段・カ行イ音便,連用タ接続,ひらつく,ヒラツイ,ヒラツイ
43016_16836.html,6,16,たり,助詞,並立助詞,,,,,たり,タリ,タリ
43016_16836.html,6,17,、,記号,読点,,,,,、,、,、
43016_16836.html,6,18,細い,形容詞,自立,,,形容詞・アウオ段,基本形,細い,ホソイ,ホソイ
43016_16836.html,6,19,線路,名詞,一般,,,,,線路,センロ,センロ
43016_16836.html,6,20,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,6,21,しなっ,動詞,自立,,,五段・ラ行,連用タ接続,しなる,シナッ,シナッ
43016_16836.html,6,22,たり,助詞,並立助詞,,,,,たり,タリ,タリ
43016_16836.html,6,23,——,名詞,サ変接続,,,,,——,——,——
43016_16836.html,6,24,良平,名詞,固有名詞,人名,名,,,良平,リョウヘイ,リョーヘイ
43016_16836.html,6,25,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,6,26,そんな,連体詞,,,,,,そんな,ソンナ,ソンナ
43016_16836.html,6,27,けしき,名詞,一般,,,,,けしき,ケシキ,ケシキ
43016_16836.html,6,28,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,6,29,眺め,動詞,自立,,,一段,連用形,眺める,ナガメ,ナガメ
43016_16836.html,6,30,ながら,助詞,接続助詞,,,,,ながら,ナガラ,ナガラ
43016_16836.html,6,31,、,記号,読点,,,,,、,、,、
43016_16836.html,6,32,土工,名詞,一般,,,,,土工,ドコウ,ドコー
43016_16836.html,6,33,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,6,34,なり,動詞,自立,,,五段・ラ行,連用形,なる,ナリ,ナリ
43016_16836.html,6,35,たい,助動詞,,,,特殊・タイ,基本形,たい,タイ,タイ
43016_16836.html,6,36,と,助詞,格助詞,引用,,,,と,ト,ト
43016_16836.html,6,37,思う,動詞,自立,,,五段・ワ行促音便,基本形,思う,オモウ,オモウ
43016_16836.html,6,38,事,名詞,非自立,一般,,,,事,コト,コト
43016_16836.html,6,39,が,助詞,格助詞,一般,,,,が,ガ,ガ
43016_16836.html,6,40,ある,動詞,自立,,,五段・ラ行,基本形,ある,アル,アル
43016_16836.html,6,41,。,記号,句点,,,,,。,。,。
43016_16836.html,7,1,せめて,副詞,一般,,,,,せめて,セメテ,セメテ
43016_16836.html,7,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,7,3,一,名詞,数,,,,,一,イチ,イチ
43016_16836.html,7,4,度,名詞,接尾,助数詞,,,,度,ド,ド
43016_16836.html,7,5,でも,助詞,副助詞,,,,,でも,デモ,デモ
43016_16836.html,7,6,土工,名詞,一般,,,,,土工,ドコウ,ドコー
43016_16836.html,7,7,と,助詞,並立助詞,,,,,と,ト,ト
43016_16836.html,7,8,一,名詞,数,,,,,一,イチ,イチ
43016_16836.html,7,9,しょ,名詞,サ変接続,,,,,しょ,ショ,ショ
43016_16836.html,7,10,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,7,11,、,記号,読点,,,,,、,、,、
43016_16836.html,7,12,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,7,13,へ,助詞,格助詞,一般,,,,へ,ヘ,エ
43016_16836.html,7,14,乗り,動詞,自立,,,五段・ラ行,連用形,乗る,ノリ,ノリ
43016_16836.html,7,15,たい,助動詞,,,,特殊・タイ,基本形,たい,タイ,タイ
43016_16836.html,7,16,と,助詞,格助詞,引用,,,,と,ト,ト
43016_16836.html,7,17,思う,動詞,自立,,,五段・ワ行促音便,基本形,思う,オモウ,オモウ
43016_16836.html,7,18,事,名詞,非自立,一般,,,,事,コト,コト
43016_16836.html,7,19,も,助詞,係助詞,,,,,も,モ,モ
43016_16836.html,7,20,ある,動詞,自立,,,五段・ラ行,基本形,ある,アル,アル
43016_16836.html,7,21,。,記号,句点,,,,,。,。,。
43016_16836.html,8,1,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,8,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,8,3,村,名詞,一般,,,,,村,ムラ,ムラ
43016_16836.html,8,4,外れ,名詞,一般,,,,,外れ,ハズレ,ハズレ
43016_16836.html,8,5,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,8,6,平地,名詞,一般,,,,,平地,ヒラチ,ヒラチ
43016_16836.html,8,7,へ,助詞,格助詞,一般,,,,へ,ヘ,エ
43016_16836.html,8,8,来る,動詞,自立,,,カ変・来ル,基本形,来る,クル,クル
43016_16836.html,8,9,と,助詞,接続助詞,,,,,と,ト,ト
43016_16836.html,8,10,、,記号,読点,,,,,、,、,、
43016_16836.html,8,11,自然,名詞,形容動詞語幹,,,,,自然,シゼン,シゼン
43016_16836.html,8,12,と,助詞,並立助詞,,,,,と,ト,ト
43016_16836.html,8,13,其処,名詞,一般,,,,,其処,其処,其処
43016_16836.html,8,14,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,8,15,止まっ,動詞,自立,,,五段・ラ行,連用タ接続,止まる,トマッ,トマッ
43016_16836.html,8,16,て,助詞,接続助詞,,,,,て,テ,テ
43016_16836.html,8,17,しまう,動詞,非自立,,,五段・ワ行促音便,基本形,しまう,シマウ,シマウ
43016_16836.html,8,18,。,記号,句点,,,,,。,。,。
43016_16836.html,9,1,と同時に,接続詞,,,,,,と同時に,トドウジニ,トドージニ
43016_16836.html,9,2,土工,名詞,一般,,,,,土工,ドコウ,ドコー
43016_16836.html,9,3,たち,名詞,接尾,一般,,,,たち,タチ,タチ
43016_16836.html,9,4,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,9,5,、,記号,読点,,,,,、,、,、
43016_16836.html,9,6,身軽,名詞,形容動詞語幹,,,,,身軽,ミガル,ミガル
43016_16836.html,9,7,に,助詞,副詞化,,,,,に,ニ,ニ
43016_16836.html,9,8,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,9,9,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,9,10,飛び降りる,動詞,自立,,,一段,基本形,飛び降りる,トビオリル,トビオリル
43016_16836.html,9,11,が,助詞,接続助詞,,,,,が,ガ,ガ
43016_16836.html,9,12,早い,形容詞,自立,,,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ
43016_16836.html,9,13,か,助詞,副助詞／並立助詞／終助詞,,,,,か,カ,カ
43016_16836.html,9,14,、,記号,読点,,,,,、,、,、
43016_16836.html,9,15,その,連体詞,,,,,,その,ソノ,ソノ
43016_16836.html,9,16,線路,名詞,一般,,,,,線路,センロ,センロ
43016_16836.html,9,17,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,9,18,終点,名詞,一般,,,,,終点,シュウテン,シューテン
43016_16836.html,9,19,へ,助詞,格助詞,一般,,,,へ,ヘ,エ
43016_16836.html,9,20,車,名詞,一般,,,,,車,クルマ,クルマ
43016_16836.html,9,21,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,9,22,土,名詞,一般,,,,,土,ド,ド
43016_16836.html,9,23,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,9,24,ぶちまける,動詞,自立,,,一段,基本形,ぶちまける,ブチマケル,ブチマケル
43016_16836.html,9,25,。,記号,句点,,,,,。,。,。
43016_16836.html,10,1,それから,接続詞,,,,,,それから,ソレカラ,ソレカラ
43016_16836.html,10,2,今度,名詞,副詞可能,,,,,今度,コンド,コンド
43016_16836.html,10,3,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,10,4,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,10,5,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
43016_16836.html,10,6,押し,動詞,自立,,,五段・サ行,連用形,押す,オシ,オシ
43016_16836.html,10,7,押し,動詞,自立,,,五段・サ行,連用形,押す,オシ,オシ
43016_16836.html,10,8,、,記号,読点,,,,,、,、,、
43016_16836.html,10,9,もと,名詞,一般,,,,,もと,モト,モト
43016_16836.html,10,10,来,動詞,自立,,,カ変・来ル,連用形,来る,キ,キ
43016_16836.html,10,11,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,10,12,山,名詞,一般,,,,,山,ヤマ,ヤマ
43016_16836.html,10,13,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,10,14,方,名詞,非自立,一般,,,,方,ホウ,ホー
43016_16836.html,10,15,へ,助詞,格助詞,一般,,,,へ,ヘ,エ
43016_16836.html,10,16,登り,動詞,自立,,,五段・ラ行,連用形,登る,ノボリ,ノボリ
43016_16836.html,10,17,始める,動詞,非自立,,,一段,基本形,始める,ハジメル,ハジメル
43016_16836.html,10,18,。,記号,句点,,,,,。,。,。
43016_16836.html,11,1,良平,名詞,固有名詞,人名,名,,,良平,リョウヘイ,リョーヘイ
43016_16836.html,11,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,11,3,その,連体詞,,,,,,その,ソノ,ソノ
43016_16836.html,11,4,時,名詞,非自立,副詞可能,,,,時,トキ,トキ
43016_16836.html,11,5,乗れ,動詞,自立,,,一段,未然形,乗れる,ノレ,ノレ
43016_16836.html,11,6,ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
43016_16836.html,11,7,まで,助詞,副助詞,,,,,まで,マデ,マデ
43016_16836.html,11,8,も,助詞,係助詞,,,,,も,モ,モ
43016_16836.html,11,9,、,記号,読点,,,,,、,、,、
43016_16836.html,11,10,押す,動詞,自立,,,五段・サ行,基本形,押す,オス,オス
43016_16836.html,11,11,事,名詞,非自立,一般,,,,事,コト,コト
43016_16836.html,11,12,さえ,助詞,係助詞,,,,,さえ,サエ,サエ
43016_16836.html,11,13,出来,動詞,自立,,,一段,連用形,出来る,デキ,デキ
43016_16836.html,11,14,たら,助動詞,,,,特殊・タ,仮定形,た,タラ,タラ
43016_16836.html,11,15,と,助詞,格助詞,引用,,,,と,ト,ト
43016_16836.html,11,16,思う,動詞,自立,,,五段・ワ行促音便,基本形,思う,オモウ,オモウ
43016_16836.html,11,17,の,名詞,非自立,一般,,,,の,ノ,ノ
43016_16836.html,11,18,で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
43016_16836.html,11,19,ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
43016_16836.html,11,20,。,記号,句点,,,,,。,。,。
43016_16836.html,12,1,或,連体詞,,,,,,或,アル,アル
43016_16836.html,12,2,夕方,名詞,副詞可能,,,,,夕方,ユウガタ,ユーガタ
43016_16836.html,12,3,、,記号,読点,,,,,、,、,、
43016_16836.html,12,4,——,名詞,サ変接続,,,,,——,——,——
43016_16836.html,12,5,それ,名詞,代名詞,一般,,,,それ,ソレ,ソレ
43016_16836.html,12,6,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,12,7,二月,名詞,副詞可能,,,,,二月,ニガツ,ニガツ
43016_16836.html,12,8,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,12,9,初旬,名詞,副詞可能,,,,,初旬,ショジュン,ショジュン
43016_16836.html,12,10,だっ,助動詞,,,,特殊・ダ,連用タ接続,だ,ダッ,ダッ
43016_16836.html,12,11,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,12,12,。,記号,句点,,,,,。,。,。
43016_16836.html,13,1,良平,名詞,固有名詞,人名,名,,,良平,リョウヘイ,リョーヘイ
43016_16836.html,13,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,13,3,二つ,名詞,一般,,,,,二つ,フタツ,フタツ
43016_16836.html,13,4,下,名詞,接尾,一般,,,,下,カ,カ
43016_16836.html,13,5,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,13,6,弟,名詞,一般,,,,,弟,オトウト,オトート
43016_16836.html,13,7,や,助詞,並立助詞,,,,,や,ヤ,ヤ
43016_16836.html,13,8,、,記号,読点,,,,,、,、,、
43016_16836.html,13,9,弟,名詞,一般,,,,,弟,オトウト,オトート
43016_16836.html,13,10,と,助詞,並立助詞,,,,,と,ト,ト
43016_16836.html,13,11,同じ,名詞,形容動詞語幹,,,,,同じ,オナジ,オナジ
43016_16836.html,13,12,年,名詞,接尾,一般,,,,年,ネン,ネン
43016_16836.html,13,13,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,13,14,隣,名詞,一般,,,,,隣,トナリ,トナリ
43016_16836.html,13,15,の,助詞,連体化,,,,,の,ノ,ノ
43016_16836.html,13,16,子供,名詞,一般,,,,,子供,コドモ,コドモ
43016_16836.html,13,17,と,助詞,並立助詞,,,,,と,ト,ト
43016_16836.html,13,18,、,記号,読点,,,,,、,、,、
43016_16836.html,13,19,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,13,20,の,助詞,格助詞,一般,,,,の,ノ,ノ
43016_16836.html,13,21,置い,動詞,自立,,,五段・カ行イ音便,連用タ接続,置く,オイ,オイ
43016_16836.html,13,22,て,助詞,接続助詞,,,,,て,テ,テ
43016_16836.html,13,23,ある,動詞,非自立,,,五段・ラ行,基本形,ある,アル,アル
43016_16836.html,13,24,村,名詞,一般,,,,,村,ムラ,ムラ
43016_16836.html,13,25,外れ,名詞,一般,,,,,外れ,ハズレ,ハズレ
43016_16836.html,13,26,へ,助詞,格助詞,一般,,,,へ,ヘ,エ
43016_16836.html,13,27,行っ,動詞,自立,,,五段・カ行促音便,連用タ接続,行く,イッ,イッ
43016_16836.html,13,28,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,13,29,。,記号,句点,,,,,。,。,。
43016_16836.html,14,1,トロッコ,名詞,一般,,,,,トロッコ,トロッコ,トロッコ
43016_16836.html,14,2,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,14,3,泥,名詞,一般,,,,,泥,ドロ,ドロ
43016_16836.html,14,4,だらけ,名詞,接尾,一般,,,,だらけ,ダラケ,ダラケ
43016_16836.html,14,5,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,14,6,なっ,動詞,自立,,,五段・ラ行,連用タ接続,なる,ナッ,ナッ
43016_16836.html,14,7,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
43016_16836.html,14,8,まま,名詞,非自立,副詞可能,,,,まま,ママ,ママ
43016_16836.html,14,9,、,記号,読点,,,,,、,、,、
43016_16836.html,14,10,薄,名詞,一般,,,,,薄,ススキ,ススキ
43016_16836.html,14,11,明るい,形容詞,自立,,,形容詞・アウオ段,基本形,明るい,アカルイ,アカルイ
43016_16836.html,14,12,中,名詞,非自立,副詞可能,,,,中,ナカ,ナカ
43016_16836.html,14,13,に,助詞,格助詞,一般,,,,に,ニ,ニ
43016_16836.html,14,14,並ん,動詞,自立,,,五段・バ行,連用タ接続,並ぶ,ナラン,ナラン
43016_16836.html,14,15,で,助詞,接続助詞,,,,,で,デ,デ
43016_16836.html,14,16,いる,動詞,非自立,,,一段,基本形,いる,イル,イル
43016_16836.html,14,17,。,記号,句点,,,,,。,。,。
43016_16836.html,15,1,が,接続詞,,,,,,が,ガ,ガ
43016_16836.html,15,2,、,記号,読点,,,,,、,、,、
43016_16836.html,15,3,その,連体詞,,,,,,その,ソノ,ソノ
43016_16836.html,15,4,外,名詞,一般,,,,,外,ソト,ソト
43016_16836.html,15,5,は,助詞,係助詞,,,,,は,ハ,ワ
43016_16836.html,15,6,何処,名詞,代名詞,一般,,,,何処,ドコ,ドコ
