42_15228.html,1,1,禅,名詞,一般,,,,,禅,ゼン,ゼン
42_15228.html,1,2,智,名詞,固有名詞,人名,名,,,智,サトシ,サトシ
42_15228.html,1,3,内,名詞,接尾,一般,,,,内,ナイ,ナイ
42_15228.html,1,4,供,名詞,サ変接続,,,,,供,キョウ,キョー
42_15228.html,1,5,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,1,6,鼻,名詞,一般,,,,,鼻,ハナ,ハナ
42_15228.html,1,7,と,助詞,格助詞,引用,,,,と,ト,ト
42_15228.html,1,8,云え,動詞,自立,,,五段・ワ行促音便,仮定形,云う,イエ,イエ
42_15228.html,1,9,ば,助詞,接続助詞,,,,,ば,バ,バ
42_15228.html,1,10,、,記号,読点,,,,,、,、,、
42_15228.html,1,11,池,名詞,一般,,,,,池,イケ,イケ
42_15228.html,1,12,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,1,13,尾,名詞,一般,,,,,尾,オ,オ
42_15228.html,1,14,で,助詞,格助詞,一般,,,,で,デ,デ
42_15228.html,1,15,知ら,動詞,自立,,,五段・ラ行,未然形,知る,シラ,シラ
42_15228.html,1,16,ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
42_15228.html,1,17,者,名詞,非自立,一般,,,,者,モノ,モノ
42_15228.html,1,18,は,助詞,係助詞,,,,,は,ハ,ワ
42_15228.html,1,19,ない,助動詞,,,,特殊・ナイ,基本形,ない,ナイ,ナイ
42_15228.html,1,20,。,記号,句点,,,,,。,。,。
42_15228.html,2,1,長,形容詞,自立,,,形容詞・アウオ段,ガル接続,長い,ナガ,ナガ
42_15228.html,2,2,さ,名詞,接尾,特殊,,,,さ,サ,サ
42_15228.html,2,3,は,助詞,係助詞,,,,,は,ハ,ワ
42_15228.html,2,4,五,名詞,数,,,,,五,ゴ,ゴ
42_15228.html,2,5,六,名詞,数,,,,,六,ロク,ロク
42_15228.html,2,6,寸,名詞,接尾,助数詞,,,,寸,スン,スン
42_15228.html,2,7,あっ,動詞,自立,,,五段・ラ行,連用タ接続,ある,アッ,アッ
42_15228.html,2,8,て,助詞,接続助詞,,,,,て,テ,テ
42_15228.html,2,9,上唇,名詞,一般,,,,,上唇,ウワクチビル,ウワクチビル
42_15228.html,2,10,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,2,11,上,名詞,一般,,,,,上,ウエ,ウエ
42_15228.html,2,12,から,助詞,格助詞,一般,,,,から,カラ,カラ
42_15228.html,2,13,顋,名詞,一般,,,,,顋,顋,顋
42_15228.html,2,14,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,2,15,下,名詞,一般,,,,,下,シタ,シタ
42_15228.html,2,16,まで,助詞,副助詞,,,,,まで,マデ,マデ
42_15228.html,2,17,下っ,動詞,自立,,,五段・ラ行,連用タ接続,下る,クダッ,クダッ
42_15228.html,2,18,て,助詞,接続助詞,,,,,て,テ,テ
42_15228.html,2,19,いる,動詞,非自立,,,一段,基本形,いる,イル,イル
42_15228.html,2,20,。,記号,句点,,,,,。,。,。
42_15228.html,3,1,形,名詞,一般,,,,,形,カタチ,カタチ
42_15228.html,3,2,は,助詞,係助詞,,,,,は,ハ,ワ
42_15228.html,3,3,元,名詞,一般,,,,,元,モト,モト
42_15228.html,3,4,も,助詞,係助詞,,,,,も,モ,モ
42_15228.html,3,5,先,名詞,一般,,,,,先,サキ,サキ
42_15228.html,3,6,も,助詞,係助詞,,,,,も,モ,モ
42_15228.html,3,7,同じ,名詞,形容動詞語幹,,,,,同じ,オナジ,オナジ
42_15228.html,3,8,よう,名詞,接尾,一般,,,,よう,ヨウ,ヨー
42_15228.html,3,9,に,助詞,格助詞,一般,,,,に,ニ,ニ
42_15228.html,3,10,太い,形容詞,自立,,,形容詞・アウオ段,基本形,太い,フトイ,フトイ
42_15228.html,3,11,。,記号,句点,,,,,。,。,。
42_15228.html,4,1,云わ,動詞,自立,,,五段・ワ行促音便,未然形,云う,イワ,イワ
42_15228.html,4,2,ば,助詞,接続助詞,,,,,ば,バ,バ
42_15228.html,4,3,細長い,形容詞,自立,,,形容詞・アウオ段,基本形,細長い,ホソナガイ,ホソナガイ
42_15228.html,4,4,腸詰め,名詞,一般,,,,,腸詰め,チョウヅメ,チョーズメ
42_15228.html,4,5,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,4,6,よう,名詞,非自立,助動詞語幹,,,,よう,ヨウ,ヨー
42_15228.html,4,7,な,助動詞,,,,特殊・ダ,体言接続,だ,ナ,ナ
42_15228.html,4,8,物,名詞,非自立,一般,,,,物,モノ,モノ
42_15228.html,4,9,が,助詞,格助詞,一般,,,,が,ガ,ガ
42_15228.html,4,10,、,記号,読点,,,,,、,、,、
42_15228.html,4,11,ぶらりと,副詞,一般,,,,,ぶらりと,ブラリト,ブラリト
42_15228.html,4,12,顔,名詞,一般,,,,,顔,カオ,カオ
42_15228.html,4,13,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,4,14,まん中,名詞,一般,,,,,まん中,マンナカ,マンナカ
42_15228.html,4,15,から,助詞,格助詞,一般,,,,から,カラ,カラ
42_15228.html,4,16,ぶら,動詞,自立,,,五段・ラ行,未然形,ぶる,ブラ,ブラ
42_15228.html,4,17,下っ,動詞,自立,,,五段・ラ行,連用タ接続,下る,クダッ,クダッ
42_15228.html,4,18,て,助詞,接続助詞,,,,,て,テ,テ
42_15228.html,4,19,いる,動詞,非自立,,,一段,基本形,いる,イル,イル
42_15228.html,4,20,の,名詞,非自立,一般,,,,の,ノ,ノ
42_15228.html,4,21,で,助動詞,,,,特殊・ダ,連用形,だ,デ,デ
42_15228.html,4,22,ある,助動詞,,,,五段・ラ行アル,基本形,ある,アル,アル
42_15228.html,4,23,。,記号,句点,,,,,。,。,。
42_15228.html,5,1,五,名詞,数,,,,,五,ゴ,ゴ
42_15228.html,5,2,十,名詞,数,,,,,十,ジュウ,ジュー
42_15228.html,5,3,歳,名詞,接尾,助数詞,,,,歳,サイ,サイ
42_15228.html,5,4,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
42_15228.html,5,5,越え,動詞,自立,,,一段,連用形,越える,コエ,コエ
42_15228.html,5,6,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
42_15228.html,5,7,内,接頭詞,名詞接続,,,,,内,ナイ,ナイ
42_15228.html,5,8,供,名詞,サ変接続,,,,,供,キョウ,キョー
42_15228.html,5,9,は,助詞,係助詞,,,,,は,ハ,ワ
42_15228.html,5,10,、,記号,読点,,,,,、,、,、
42_15228.html,5,11,沙弥,名詞,固有名詞,人名,名,,,沙弥,サヤ,サヤ
42_15228.html,5,12,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,5,13,昔,名詞,副詞可能,,,,,昔,ムカシ,ムカシ
42_15228.html,5,14,から,助詞,格助詞,一般,,,,から,カラ,カラ
42_15228.html,5,15,、,記号,読点,,,,,、,、,、
42_15228.html,5,16,内,接頭詞,名詞接続,,,,,内,ナイ,ナイ
42_15228.html,5,17,道場,名詞,一般,,,,,道場,ドウジョウ,ドージョー
42_15228.html,5,18,供奉,名詞,サ変接続,,,,,供奉,グブ,グブ
42_15228.html,5,19,の,助詞,連体化,,,,,の,ノ,ノ
42_15228.html,5,20,職,名詞,一般,,,,,職,ショク,ショク
42_15228.html,5,21,に,助詞,格助詞,一般,,,,に,ニ,ニ
42_15228.html,5,22,陞,名詞,一般,,,,,陞,陞,陞
42_15228.html,5,23,っ,動詞,非自立,,,五段・カ行促音便,連用タ接続,く,ッ,ッ
42_15228.html,5,24,た,助動詞,,,,特殊・タ,基本形,た,タ,タ
42_15228.html,5,25,今日,名詞,副詞可能,,,,,今日,キョウ,キョー
42_15228.html,5,26,まで,助詞,副助詞,,,,,まで,マデ,マデ
42_15228.html,5,27,、,記号,読点,,,,,、,、,、
42_15228.html,5,28,内心,名詞,一般,,,,,内心,ナイシン,ナイシン
42_15228.html,5,29,で,助詞,格助詞,一般,,,,で,デ,デ
42_15228.html,5,30,は,助詞,係助詞,,,,,は,ハ,ワ
42_15228.html,5,31,始終,名詞,副詞可能,,,,,始終,シジュウ,シジュー
42_15228.html,5,32,この,連体詞,,,,,,この,コノ,コノ
42_15228.html,5,33,鼻,名詞,一般,,,,,鼻,ハナ,ハナ
42_15228.html,5,34,を,助詞,格助詞,一般,,,,を,ヲ,ヲ
42_15228.html,5,35,苦,名詞,一般,,,,,苦,ク,ク
42_15228.html,5,36,に,助詞,格助詞,一般,,,,に,ニ,ニ
42_15228.html,5,37,病ん,動詞,自立,,,五段・マ行,連用タ接続,病む,ヤン,ヤン
42_15228.html,5,38,で,助詞,接続助詞,,,,,で,デ,デ
